dataset_id,date_of_contribution,name_contact,email_contact,type_of_reference,doi_dataset,doi_publication,comments_reference,species_reported,comments_taxonomy,realm_general,realm_specific,elevation_of_collection,lat_gg,lat_mm,lat_ss,long_gg,long_mm,long_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,experiment_location,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_salinity,maintenance_ph,maintenance_oxygen,maintenance_carbon_dioxide,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen_units,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,acclimation_duration,acclimation_temperature,acclimation_salinity,acclimation_ph,acclimation_oxygen,acclimation_carbon_dioxide,acclimation_photoperiod,acclimation_humidity,acclimation_oxygen_units,acclimation_carbon_dioxide_units,acclimation_food_type,test_temperature,test_salinity,test_ph,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,comments_experimental_conditions,sex,parental_age,parental_age_units,parental_size_type,parental_size_units,parental_size_value,mating,method_type,fecundity,fecundity_unit,fecundity_temporal_unit,offspring_developmental_stage,offspring_size_type,offspring_size_units,offspring_size_value,comments_fecundity
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.816,,counting,138,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.723,,counting,146,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.878,,counting,147,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.628,,counting,157,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.523,,counting,169,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.7,,counting,226,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.583,,counting,230,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.66,,counting,250,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,1.018,,counting,323,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.6,,counting,468,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.788,,counting,469,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,1.012,,counting,469,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.616,,counting,479,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.826,,counting,538,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.696,,counting,553,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.531,,counting,574,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.66,,counting,575,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.709,,counting,575,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.762,,counting,597,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.777,,counting,792,number of eggs,single reproductive event (batch),egg,,,,One batch per year
Tuni_et_al_2016,31-03-2023,Cristina_Tuni,cristina.tuni@unito.it,primary,https://doi.org/10.5061/dryad.72g06,https://doi.org/10.1111/jeb.12888,,Gryllus_bimaculatus,,terrestrial,terrestrial,,,,,,,,field,,01-07-2014,15-07-2014,,Lab,yes,,3,26,,,,,14L_10D,65,,,dried bird food and fresh apple slices,no,,,,,,,,,,,,26,,,,,,,14L_10D,65,loser,female,2,weeks,fresh mass,gram,0.813,,counting,982,number of eggs,single reproductive event (batch),egg,,,,One batch per year
