dataset_id,date_of_contribution,name_contact,email_contact,type_of_reference,doi_dataset,doi_publication,comments_reference,species_reported,comments_taxonomy,realm_general,realm_specific,elevation_of_collection,lat_gg,lat_mm,lat_ss,long_gg,long_mm,long_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,experiment_location,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_salinity,maintenance_ph,maintenance_oxygen,maintenance_carbon_dioxide,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen_units,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,acclimation_duration,acclimation_temperature,acclimation_salinity,acclimation_ph,acclimation_oxygen,acclimation_carbon_dioxide,acclimation_photoperiod,acclimation_humidity,acclimation_oxygen_units,acclimation_carbon_dioxide_units,acclimation_food_type,test_temperature,test_salinity,test_ph,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,comments_experimental_conditions,sex,parental_age,parental_age_units,parental_size_type,parental_size_units,parental_size_value,mating,method_type,fecundity,fecundity_unit,fecundity_temporal_unit,offspring_developmental_stage,offspring_size_type,offspring_size_units,offspring_size_value,comments_fecundity
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Self,hermaphrodite,5,months,fresh mass,gram,0.2347,,weighting and counting,231,number of eggs,10 weeks,egg,dry mass,gram,0.000262771,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Self,hermaphrodite,5,months,fresh mass,gram,0.2603,,weighting and counting,213,number of eggs,10 weeks,egg,dry mass,gram,0.000104695,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Self,hermaphrodite,5,months,fresh mass,gram,0.1455,,weighting and counting,496,number of eggs,10 weeks,egg,dry mass,gram,0.000166532,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Self,hermaphrodite,5,months,fresh mass,gram,0.2016,,weighting and counting,407,number of eggs,10 weeks,egg,dry mass,gram,0.000206634,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Self,hermaphrodite,5,months,fresh mass,gram,0.279,,weighting and counting,75,number of eggs,10 weeks,egg,dry mass,gram,0.000222667,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.1795,,weighting and counting,678,number of eggs,10 weeks,egg,dry mass,gram,0.000177876,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.1811,,weighting and counting,432,number of eggs,10 weeks,egg,dry mass,gram,0.000187037,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.1866,,weighting and counting,379,number of eggs,10 weeks,egg,dry mass,gram,0.000196834,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.1428,,weighting and counting,652,number of eggs,10 weeks,egg,dry mass,gram,0.000157975,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.1664,,weighting and counting,655,number of eggs,10 weeks,egg,dry mass,gram,0.000190382,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.133,,weighting and counting,654,number of eggs,10 weeks,egg,dry mass,gram,0.000175229,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.1901,,weighting and counting,549,number of eggs,10 weeks,egg,dry mass,gram,0.000210383,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.1865,,weighting and counting,476,number of eggs,10 weeks,egg,dry mass,gram,0.000195378,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.2123,,weighting and counting,597,number of eggs,10 weeks,egg,dry mass,gram,0.00020938,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.194,,weighting and counting,508,number of eggs,10 weeks,egg,dry mass,gram,0.000175984,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.2117,,weighting and counting,657,number of eggs,10 weeks,egg,dry mass,gram,0.000184323,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.1788,,weighting and counting,510,number of eggs,10 weeks,egg,dry mass,gram,0.000208039,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.1849,,weighting and counting,562,number of eggs,10 weeks,egg,dry mass,gram,0.000233808,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.1924,,weighting and counting,520,number of eggs,10 weeks,egg,dry mass,gram,0.000207692,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.1531,,weighting and counting,750,number of eggs,10 weeks,egg,dry mass,gram,0.000190933,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.2712,,weighting and counting,218,number of eggs,10 weeks,egg,dry mass,gram,0.000123853,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.1517,,weighting and counting,366,number of eggs,10 weeks,egg,dry mass,gram,0.00020765,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.3207,,weighting and counting,280,number of eggs,10 weeks,egg,dry mass,gram,0.000189286,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.216,,weighting and counting,305,number of eggs,10 weeks,egg,dry mass,gram,0.000161639,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.2709,,weighting and counting,131,number of eggs,10 weeks,egg,dry mass,gram,0.000114504,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once,hermaphrodite,5,months,fresh mass,gram,0.1535,,weighting and counting,713,number of eggs,10 weeks,egg,dry mass,gram,0.000176017,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once +,hermaphrodite,5,months,fresh mass,gram,0.2538,,weighting and counting,292,number of eggs,10 weeks,egg,dry mass,gram,0.000189384,
Hoffer_et_al_2012,25-03-2023,Joris_Koene,joris.koene@vu.nl,primary,https://doi.org/10.48338/VU01-0OCUNQ,https://doi.org/10.1016/j.anbehav.2012.06.002,,Lymnaea_stagnalis,,freshwater,freshwater,,,,,,,,laboratory,,01-01-2010,01-07-2010,,Lab,Yes,48,1,20,,,,,12L_12D,,,,broadleaf lettuce,no,,,,,,,,,,,,20,,,,,,,12L_12D,,Once +,hermaphrodite,5,months,fresh mass,gram,0.2359,,weighting and counting,370,number of eggs,10 weeks,egg,dry mass,gram,0.00023973,
