dataset_id,date_of_contribution,name_contact,email_contact,doi_dataset,doi_publication,comments_reference,species_reported,comments_taxonomy,realm_general,realm_specific,elevation_of_collection,depth_of_collection,lat_gg,lat_mm,lat_ss,long_gg,long_mm,long_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen,maintenance_oxygen_units,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,strategy_of_protection,sex,life_stage_general_initial,life_stage_general_final,life_stage_specific_initial,life_stage_specific_final,size_type,size_units,size_value_initial,size_value_final,test_temperature,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,comments_experimental_conditions,development_time,development_time_unit,comments_development
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,82,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,40,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,81,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,38,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,117,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,39,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,100,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,37,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,107,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,37,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,106,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,33,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,35,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,84,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,40,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,107,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,39,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,157,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,38,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,137,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,43,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,135,17,,,,,,,constant temperature,25,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,77,17,,,,,,,constant temperature,23,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,72,17,,,,,,,constant temperature,22,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,86,17,,,,,,,constant temperature,20,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,124,17,,,,,,,constant temperature,18,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,92,17,,,,,,,constant temperature,19,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,93,17,,,,,,,constant temperature,23,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,109,17,,,,,,,constant temperature,19,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,103,17,,,,,,,constant temperature,23,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,122,17,,,,,,,constant temperature,21,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,76,17,,,,,,,constant temperature,20,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,88,17,,,,,,,constant temperature,19,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,105,12,,,,,,,constant temperature,42,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,63,12,,,,,,,constant temperature,38,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,132,12,,,,,,,constant temperature,41,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,98,12,,,,,,,constant temperature,38,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,108,12,,,,,,,constant temperature,39,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,142,12,,,,,,,constant temperature,48,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,112,12,,,,,,,constant temperature,42,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,123,12,,,,,,,constant temperature,39,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),female,egg,adult,,,dry mass,microgram,,141,12,,,,,,,constant temperature,44,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,60,7,,,,,,,constant temperature,56,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,105,7,,,,,,,constant temperature,67,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,81,7,,,,,,,constant temperature,69,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,85,7,,,,,,,constant temperature,55,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,95,7,,,,,,,constant temperature,56,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,156,7,,,,,,,constant temperature,57,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,170,7,,,,,,,constant temperature,64,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,145,7,,,,,,,constant temperature,56,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,80,7,,,,,,,constant temperature,70,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,159,7,,,,,,,constant temperature,61,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,72,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,39,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,126,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,42,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,105,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,35,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,78,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,44,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,95,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,35,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,130,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,41,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,147,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,40,days,
Tougeron_et_al_2021,23-03-2023,Kevin_Tougeron,kevin.tougeron@umons.ac.be,https://doi.org/10.5281/zenodo.5342664,https://doi.org/10.3390/insects12100855,,Aphidius_matricariae,,terrestrial,terrestrial,,,,,,,,,,,,,,yes,650,33,18,16L_8D,60,,,,Apple trees,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,dry mass,microgram,,38,,,,,,,,Individuals exposed to fluctuating temperature from 7 to 17 centigrades,41,days,
