dataset_id,date_of_contribution,name_contact,email_contact,doi_dataset,doi_publication,comments_reference,species_reported,comments_taxonomy,realm_general,realm_specific,elevation_of_collection,depth_of_collection,lat_gg,lat_mm,lat_ss,long_gg,long_mm,long_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen,maintenance_oxygen_units,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,strategy_of_protection,sex,life_stage_general_initial,life_stage_general_final,life_stage_specific_initial,life_stage_specific_final,size_type,size_units,size_value_initial,size_value_final,test_temperature,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,comments_experimental_conditions,development_time,development_time_unit,comments_development
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.6285,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,35,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.5724,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,35,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.6135,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,36,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.4158,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,33,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.4902,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,34,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.3559,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,38,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.4034,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,41,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.5703,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,35,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.4238,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,37,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.5178,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,38,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.5379,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,33,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.7145,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,38,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.7998,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,39,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.6076,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,34,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.6481,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,35,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.4634,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,39,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.6901,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,38,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.6495,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,37,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.5604,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,46,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.5483,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,37,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.3724,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,40,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.549,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,43,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.5859,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,40,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.4187,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,42,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.3042,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,42,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.5161,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,32,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.6785,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,36,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.5542,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,33,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.5663,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,35,days,
Burraco_et_al_2021,25-11-2022,German_Orizaola,orizaolagerman@uniovi.es,https://doi.org/10.6084/m9.figshare.13089020.v1,https://doi.org/10.1111/oik.07919,,Rana_arvalis,,freshwater,freshwater_pond,50,0.2,59,45,14,17,2,14,field,,11-04-2011,11-04-2011,,yes,,,4,,,,,,,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",,embryo,postlarva,Gosner developmental stage 25 (about 2 days after hatching),metamorphosis,fresh mass,grams,,0.5947,19,,,,,18L_6D,,Larvae fed with chopped and lightly boiled spinach. Food supplied every eight days. Eggs cold exposed to 4 Celcius degrees for 12 days,35,days,
