dataset_id,date_of_contribution,name_contact,email_contact,type_of_reference,doi_dataset,doi_publication,comments_reference,species_reported,comments_taxonomy,location_description,realm_general,realm_specific,depth_of_collection,elevation_of_collection,lat_gg,lat_mm,lat_ss,long_gg,long_mm,long_ss,lat_gg_mm_ss,long_gg_mm_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_salinity,maintenance_ph,maintenance_oxygen,maintenance_carbon_dioxide,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen_units,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,acclimation_duration,acclimation_temperature,acclimation_salinity,acclimation_ph,acclimation_oxygen,acclimation_carbon_dioxide,acclimation_photoperiod,acclimation_humidity,acclimation_oxygen_units,acclimation_carbon_dioxide_units,acclimation_food_type,metabolic_rate_type,acclimation_chamber,fasting_time,sensor_type,respiration_volume,delay_time,respiratory_chamber_material,incubation_time,respirometry_type,breathing_mode,life_stage_general,life_stage_specific,sex,reproductive_stage,size_type,size_units,size_value,test_temperature,test_salinity,test_ph,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,comments_experimental_conditions,resp_unit,resp_value,resp_error_estimate,resp_error_type,sample_size,comments_respiration
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000085,6,32,,4.71,,kPa,,,,,umolO2/h/ind,0.000068,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000091,6,32,,4.71,,kPa,,,,,umolO2/h/ind,0.00010438,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000094,6,32,,4.71,,kPa,,,,,umolO2/h/ind,0.000113579,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000071,6,32,,4.71,,kPa,,,,,umolO2/h/ind,0.000110135,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.00008,6,32,,4.71,,kPa,,,,,umolO2/h/ind,0.000100307,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000085,6,32,,4.71,,kPa,,,,,umolO2/h/ind,0.0000547,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000101,6,32,,4.71,,kPa,,,,,umolO2/h/ind,0.0000919,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000082,6,32,,4.71,,kPa,,,,,umolO2/h/ind,0.0000641,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000083,6,32,,4.71,,kPa,,,,,umolO2/h/ind,0.0000933,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000086,6,32,,4.71,,kPa,,,,,umolO2/h/ind,0.0000456,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000092,6,32,,9.44,,kPa,,,,,umolO2/h/ind,0.000158863,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000086,6,32,,9.44,,kPa,,,,,umolO2/h/ind,0.000171324,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000085,6,32,,9.44,,kPa,,,,,umolO2/h/ind,0.000119386,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000086,6,32,,9.44,,kPa,,,,,umolO2/h/ind,0.000168048,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000086,6,32,,9.44,,kPa,,,,,umolO2/h/ind,0.000156677,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000087,6,32,,9.44,,kPa,,,,,umolO2/h/ind,0.000173683,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000106,6,32,,9.44,,kPa,,,,,umolO2/h/ind,0.000157383,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000101,6,32,,9.44,,kPa,,,,,umolO2/h/ind,0.000152008,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000105,6,32,,9.44,,kPa,,,,,umolO2/h/ind,0.000157593,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000096,6,32,,9.44,,kPa,,,,,umolO2/h/ind,0.000154433,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.00007185,6,32,,14.15,,kPa,,,,,umolO2/h/ind,0.000159214,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.00008751,6,32,,14.15,,kPa,,,,,umolO2/h/ind,0.000143497,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.00008744,6,32,,14.15,,kPa,,,,,umolO2/h/ind,0.000154659,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000091,6,32,,14.15,,kPa,,,,,umolO2/h/ind,0.000140658,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000094,6,32,,14.15,,kPa,,,,,umolO2/h/ind,0.000159894,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.00007142,6,32,,14.15,,kPa,,,,,umolO2/h/ind,0.000169474,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000079,6,32,,14.15,,kPa,,,,,umolO2/h/ind,0.000172638,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000089,6,32,,14.15,,kPa,,,,,umolO2/h/ind,0.000158315,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000093428,6,32,,14.15,,kPa,,,,,umolO2/h/ind,0.000191325,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000091428,6,32,,14.15,,kPa,,,,,umolO2/h/ind,0.000171286,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000085,6,32,,21.23,,kPa,,,,,umolO2/h/ind,0.000232526,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.00009028,6,32,,21.23,,kPa,,,,,umolO2/h/ind,0.000176754,,,,
Leiva_et_al_2018,01-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,,https://doi.org/10.5281/zenodo.5120850,https://doi.org/10.1007/s00227-018-3406-z,,Petrolisthes_laevigatus,,,intertidal,intertidal,,,,,,,,,-41.481728,-72.91143,field,,01-10-2009,01-03-2010,,yes,,,12,32,,,,12L_12D,,,,,no,,,,,,,,,,,,standard,,,fiber optic oxygen sensor,6,,plastic,5,closed,aquatic,egg,egg,indeterminate,,dry body mass,gram,0.000084,6,32,,21.23,,kPa,,,,,umolO2/h/ind,0.000256642,,,,
