dataset_id,date_of_contribution,name_contact,email_contact,type_of_reference,doi_dataset,doi_publication,comments_reference,species_reported,comments_taxonomy,location_description,realm_general,realm_specific,depth_of_collection,elevation_of_collection,lat_gg,lat_mm,lat_ss,long_gg,long_mm,long_ss,lat_gg_mm_ss,long_gg_mm_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_salinity,maintenance_ph,maintenance_oxygen,maintenance_carbon_dioxide,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen_units,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,acclimation_duration,acclimation_temperature,acclimation_salinity,acclimation_ph,acclimation_oxygen,acclimation_carbon_dioxide,acclimation_photoperiod,acclimation_humidity,acclimation_oxygen_units,acclimation_carbon_dioxide_units,acclimation_food_type,metabolic_rate_type,acclimation_chamber,fasting_time,sensor_type,respiration_volume,delay_time,respiratory_chamber_material,incubation_time,respirometry_type,breathing_mode,life_stage_general,life_stage_specific,sex,reproductive_stage,size_type,size_units,size_value,test_temperature,test_salinity,test_ph,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,comments_experimental_conditions,resp_unit,resp_value,resp_error_estimate,resp_error_type,sample_size,comments_respiration
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.779320073,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,5.170828043,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,4.935790404,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.393355903,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.571806579,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,1.745154464,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,1.986354675,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.641650237,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,4.653745238,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.520778671,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,1.829461443,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.840949128,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,4.072027084,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,1.390448272,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,4.23755664,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.516750663,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.45614332,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.3295629,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,5.429369445,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.49518652,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,1.34685125,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.49518652,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.147154167,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.49518652,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,1.617855698,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.49518652,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,1.226945238,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.49518652,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,0.613472619,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.49518652,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,5.275864525,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.49518652,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,1.737696861,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.49518652,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.14217683,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.49518652,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,1.656376072,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.49518652,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,4.831096876,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.49518652,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.208501429,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.49518652,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.680835715,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.49518652,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,4.099112501,,,,
