dataset_id,date_of_contribution,name_contact,email_contact,type_of_reference,doi_dataset,doi_publication,comments_reference,species_reported,location_description,realm_general,realm_specific,depth_of_collection,lat_gg_mm_ss,long_gg_mm_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_salinity,maintenance_ph,maintenance_oxygen,maintenance_carbon_dioxide,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen_units,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,acclimation_duration,acclimation_temperature,acclimation_salinity,acclimation_ph,acclimation_oxygen,acclimation_carbon_dioxide,acclimation_photoperiod,acclimation_humidity,acclimation_oxygen_units,acclimation_carbon_dioxide_units,acclimation_food_type,metabolic_rate_type,acclimation_chamber,fasting_time,sensor_type,respiration_volume,delay_time,respiratory_chamber_material,incubation_time,respirometry_type,breathing_mode,life_stage_general,life_stage_specific,sex,reproductive_stage,size_type,size_units,size_value,test_temperature,test_salinity,test_ph,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,comments_experimental_conditions,resp_unit,resp_value,comments_respiration
Shokri_et_al_2022,17-12-2022,Milad_Shokri,milad.shokri@unisalento.it,primary,https://doi.org/10.17605/OSF.IO/56TNH,https://doi.org/10.1242/jeb.244842,,Gammarus_insensibilis,Quarantia_Italy,brackish,brackish,1,45.763,13.498,field,,01-01-2019,01-01-2019,,no,,,,,,,,,,,,,yes,14,18,20,,,,,,,,Phragmites australis (Cav.) Trin. ex Steud,standard,3,1,Clark-type microelectrodes,6,3,glass,3,open,aquatic,adult,adult,male,mature,dry body mass,milligram,3.48,18,20,,,,,,,,,Joule/day,4.07,
Shokri_et_al_2022,17-12-2022,Milad_Shokri,milad.shokri@unisalento.it,primary,https://doi.org/10.17605/OSF.IO/56TNH,https://doi.org/10.1242/jeb.244842,,Gammarus_insensibilis,Quarantia_Italy,brackish,brackish,1,45.763,13.498,field,,01-01-2019,01-01-2019,,no,,,,,,,,,,,,,yes,14,18,20,,,,,,,,Phragmites australis (Cav.) Trin. ex Steud,standard,3,1,Clark-type microelectrodes,6,3,glass,3,open,aquatic,adult,adult,male,mature,dry body mass,milligram,3.77,18,20,,,,,,,,,Joule/day,2.44,
Shokri_et_al_2022,17-12-2022,Milad_Shokri,milad.shokri@unisalento.it,primary,https://doi.org/10.17605/OSF.IO/56TNH,https://doi.org/10.1242/jeb.244842,,Gammarus_insensibilis,Quarantia_Italy,brackish,brackish,1,45.763,13.498,field,,01-01-2019,01-01-2019,,no,,,,,,,,,,,,,yes,14,18,20,,,,,,,,Phragmites australis (Cav.) Trin. ex Steud,standard,3,1,Clark-type microelectrodes,6,3,glass,3,open,aquatic,adult,adult,male,mature,dry body mass,milligram,4.11,18,20,,,,,,,,,Joule/day,2.37,
Shokri_et_al_2022,17-12-2022,Milad_Shokri,milad.shokri@unisalento.it,primary,https://doi.org/10.17605/OSF.IO/56TNH,https://doi.org/10.1242/jeb.244842,,Gammarus_insensibilis,Quarantia_Italy,brackish,brackish,1,45.763,13.498,field,,01-01-2019,01-01-2019,,no,,,,,,,,,,,,,yes,14,18,20,,,,,,,,Phragmites australis (Cav.) Trin. ex Steud,standard,3,1,Clark-type microelectrodes,6,3,glass,3,open,aquatic,adult,adult,male,mature,dry body mass,milligram,4.32,18,20,,,,,,,,,Joule/day,2.67,
Shokri_et_al_2022,17-12-2022,Milad_Shokri,milad.shokri@unisalento.it,primary,https://doi.org/10.17605/OSF.IO/56TNH,https://doi.org/10.1242/jeb.244842,,Gammarus_insensibilis,Quarantia_Italy,brackish,brackish,1,45.763,13.498,field,,01-01-2019,01-01-2019,,no,,,,,,,,,,,,,yes,14,18,20,,,,,,,,Phragmites australis (Cav.) Trin. ex Steud,standard,3,1,Clark-type microelectrodes,6,3,glass,3,open,aquatic,adult,adult,male,mature,dry body mass,milligram,4.7,18,20,,,,,,,,,Joule/day,2.86,
Shokri_et_al_2022,17-12-2022,Milad_Shokri,milad.shokri@unisalento.it,primary,https://doi.org/10.17605/OSF.IO/56TNH,https://doi.org/10.1242/jeb.244842,,Gammarus_insensibilis,Quarantia_Italy,brackish,brackish,1,45.763,13.498,field,,01-01-2019,01-01-2019,,no,,,,,,,,,,,,,yes,14,18,20,,,,,,,,Phragmites australis (Cav.) Trin. ex Steud,standard,3,1,Clark-type microelectrodes,6,3,glass,3,open,aquatic,adult,adult,male,mature,dry body mass,milligram,4.71,18,20,,,,,,,,,Joule/day,1.19,
Shokri_et_al_2022,17-12-2022,Milad_Shokri,milad.shokri@unisalento.it,primary,https://doi.org/10.17605/OSF.IO/56TNH,https://doi.org/10.1242/jeb.244842,,Gammarus_insensibilis,Quarantia_Italy,brackish,brackish,1,45.763,13.498,field,,01-01-2019,01-01-2019,,no,,,,,,,,,,,,,yes,14,18,20,,,,,,,,Phragmites australis (Cav.) Trin. ex Steud,standard,3,1,Clark-type microelectrodes,6,3,glass,3,open,aquatic,adult,adult,male,mature,dry body mass,milligram,0.8,18,20,,,,,,,,,Joule/day,0.85,
Shokri_et_al_2022,17-12-2022,Milad_Shokri,milad.shokri@unisalento.it,primary,https://doi.org/10.17605/OSF.IO/56TNH,https://doi.org/10.1242/jeb.244842,,Gammarus_insensibilis,Quarantia_Italy,brackish,brackish,1,45.763,13.498,field,,01-01-2019,01-01-2019,,no,,,,,,,,,,,,,yes,14,18,20,,,,,,,,Phragmites australis (Cav.) Trin. ex Steud,standard,3,1,Clark-type microelectrodes,6,3,glass,3,open,aquatic,adult,adult,male,mature,dry body mass,milligram,1.48,18,20,,,,,,,,,Joule/day,1.11,
Shokri_et_al_2022,17-12-2022,Milad_Shokri,milad.shokri@unisalento.it,primary,https://doi.org/10.17605/OSF.IO/56TNH,https://doi.org/10.1242/jeb.244842,,Gammarus_insensibilis,Quarantia_Italy,brackish,brackish,1,45.763,13.498,field,,01-01-2019,01-01-2019,,no,,,,,,,,,,,,,yes,14,18,20,,,,,,,,Phragmites australis (Cav.) Trin. ex Steud,standard,3,1,Clark-type microelectrodes,6,3,glass,3,open,aquatic,adult,adult,male,mature,dry body mass,milligram,1.89,18,20,,,,,,,,,Joule/day,1.07,
Shokri_et_al_2022,17-12-2022,Milad_Shokri,milad.shokri@unisalento.it,primary,https://doi.org/10.17605/OSF.IO/56TNH,https://doi.org/10.1242/jeb.244842,,Gammarus_insensibilis,Quarantia_Italy,brackish,brackish,1,45.763,13.498,field,,01-01-2019,01-01-2019,,no,,,,,,,,,,,,,yes,14,18,20,,,,,,,,Phragmites australis (Cav.) Trin. ex Steud,standard,3,1,Clark-type microelectrodes,6,3,glass,3,open,aquatic,adult,adult,male,mature,dry body mass,milligram,1.6,18,20,,,,,,,,,Joule/day,1.06,
Shokri_et_al_2022,17-12-2022,Milad_Shokri,milad.shokri@unisalento.it,primary,https://doi.org/10.17605/OSF.IO/56TNH,https://doi.org/10.1242/jeb.244842,,Gammarus_insensibilis,Quarantia_Italy,brackish,brackish,1,45.763,13.498,field,,01-01-2019,01-01-2019,,no,,,,,,,,,,,,,yes,14,18,20,,,,,,,,Phragmites australis (Cav.) Trin. ex Steud,standard,3,1,Clark-type microelectrodes,6,3,glass,3,open,aquatic,adult,adult,male,mature,dry body mass,milligram,1.86,18,20,,,,,,,,,Joule/day,1.37,
Shokri_et_al_2022,17-12-2022,Milad_Shokri,milad.shokri@unisalento.it,primary,https://doi.org/10.17605/OSF.IO/56TNH,https://doi.org/10.1242/jeb.244842,,Gammarus_insensibilis,Quarantia_Italy,brackish,brackish,1,45.763,13.498,field,,01-01-2019,01-01-2019,,no,,,,,,,,,,,,,yes,14,18,20,,,,,,,,Phragmites australis (Cav.) Trin. ex Steud,standard,3,1,Clark-type microelectrodes,6,3,glass,3,open,aquatic,adult,adult,male,mature,dry body mass,milligram,1.98,18,20,,,,,,,,,Joule/day,1.64,
Shokri_et_al_2022,17-12-2022,Milad_Shokri,milad.shokri@unisalento.it,primary,https://doi.org/10.17605/OSF.IO/56TNH,https://doi.org/10.1242/jeb.244842,,Gammarus_insensibilis,Quarantia_Italy,brackish,brackish,1,45.763,13.498,field,,01-01-2019,01-01-2019,,no,,,,,,,,,,,,,yes,14,18,20,,,,,,,,Phragmites australis (Cav.) Trin. ex Steud,standard,3,1,Clark-type microelectrodes,6,3,glass,3,open,aquatic,adult,adult,male,mature,dry body mass,milligram,2.04,18,20,,,,,,,,,Joule/day,2.21,
Shokri_et_al_2022,17-12-2022,Milad_Shokri,milad.shokri@unisalento.it,primary,https://doi.org/10.17605/OSF.IO/56TNH,https://doi.org/10.1242/jeb.244842,,Gammarus_insensibilis,Quarantia_Italy,brackish,brackish,1,45.763,13.498,field,,01-01-2019,01-01-2019,,no,,,,,,,,,,,,,yes,14,18,20,,,,,,,,Phragmites australis (Cav.) Trin. ex Steud,standard,3,1,Clark-type microelectrodes,6,3,glass,3,open,aquatic,adult,adult,male,mature,dry body mass,milligram,2.13,18,20,,,,,,,,,Joule/day,1.59,
Shokri_et_al_2022,17-12-2022,Milad_Shokri,milad.shokri@unisalento.it,primary,https://doi.org/10.17605/OSF.IO/56TNH,https://doi.org/10.1242/jeb.244842,,Gammarus_insensibilis,Quarantia_Italy,brackish,brackish,1,45.763,13.498,field,,01-01-2019,01-01-2019,,no,,,,,,,,,,,,,yes,14,18,20,,,,,,,,Phragmites australis (Cav.) Trin. ex Steud,standard,3,1,Clark-type microelectrodes,6,3,glass,3,open,aquatic,adult,adult,male,mature,dry body mass,milligram,2.17,18,20,,,,,,,,,Joule/day,2.25,
